time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2019-05-13 07:18:13.120 UTC, ,125,3160317,1184,14464, , ,3, ,2, , , , , , , , , ,3,3, , , ,2,1,5, ,2,1, , , , , , , , , , , , , ,36850,5, ,35514, , , , ,36895,7921242112,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36895, ,1557731887573, , , , ,3145728,36850, , ,1,0, , , ,1, , , ,3, , , , ,1,1, , , , , , ,2089,2, , , , , , , , , , ,27733512,-1, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-13 07:37:13.186 UTC, ,125,3160317,1184,14464, , ,3,2,26,3,0.12, , , , , , , ,3,3, ,2,2,2,1,5, ,30,13, , , , , , , , , , , , , ,36850,5, ,35514, , , , ,36895,7925899264,6,6, , , , , ,5,223, , , , , , , , , , , , , , , , , , , , , , , , , ,36895, ,1557733032651, , , , ,3145728,36850, , ,23,0, , , ,2, , , ,3, , , , ,23, ,2048,1, , , , ,170772,42, , , , , , , , , , ,27687960,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-13 07:37:21.323 UTC, ,125,3163693,1184,17840, , ,4, ,3,1,0.33, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,36850,5, ,35514, , , , ,36895,7925899264,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36895, ,1557733032651, , , , ,3145728,36850, , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,6185,4, , , , , , , , , , ,27687960,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , 
2019-05-13 14:48:56.389 UTC, ,125,3160429,1184,14464,112, ,3,2,28,3,0.11, , , , , , , ,3,3, ,2,2,2,1,5, ,32,14, , , , , , , , , , , , , ,36850,5, ,35514, , , , ,36895,7864737792,6,6, , , , , ,5,223, , , , , , , , , , , , , , , , , , , , , , , , , ,36895, ,1557758935760, , , , ,3145728,36850, , ,24,0, , , ,3, , , ,3, , , , ,24,1,2048,1, , , , ,172861,44, , , , , , , , , , ,28123080,-1, , , , , , ,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-13 14:49:09.356 UTC, ,125,3163693,1184,17840, , ,4, ,1,1,1.00, , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,36850,5, ,35514, , , , ,36895,7864737792,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36895, ,1557758935760, , , , ,3145728,36850, , ,2,0, , , , , , , ,3, , , , ,2,1, , , , , , ,4096,2, , , , , , , , , , ,28123080,-1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , 
2019-05-13 14:51:14.395 UTC, ,125,3160453,1184,14464,136, ,3,2,27,3,0.11, , , , , , , ,3,3, ,2,2,2,1,5, ,31,14, , , , , , , , , , , , , ,36850,5, ,35514, , , , ,36895,7861768192,6,6, , , , , ,5,223, , , , , , , , , , , , , , , , , , , , , , , , , ,36895, ,1557759073789, , , , ,3145728,36850, , ,23,0, , , ,2, , , ,3, , , , ,23, ,2048,1, , , , ,170772,42, , , , , , , , , , ,27632584,-1, , , , , , ,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-13 14:51:26.944 UTC, ,125,3163693,1184,17840, , ,4, ,2,1,0.50, , , , , , , ,4,4, , , ,2,2,6, ,1, , , , , , , , , , , , , , ,36850,5, ,35514, , , , ,36895,7861768192,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36895, ,1557759073789, , , , ,3145728,36850, , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,6185,4, , , , , , , , , , ,27632584,-1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , 
2019-05-13 17:57:40.056 UTC, ,125,3160317,1184,14464, , ,3,2,26,3,0.12, , , , , , , ,3,3, ,2,2,2,1,5, ,30,13, , , , , , , , , , , , , ,36850,5, ,35514, , , , , , ,-1,-1, , , , , ,5,223, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1557770259440, , , , ,3145728,36850, , ,23,0, , , ,2, , , ,3, , , , ,23, ,2048,1, , , , ,170772,42, , , , , , , , , , ,27627976,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-13 17:58:40.069 UTC, ,125,3163805,1184,17840,112, ,4, ,62,1,0.02, , , , , , , ,4,4, , , ,2,2,6, ,5,1, , , , , , , , , , , , , ,36850,5, ,35514, , , , ,36895,7939452928,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36895, ,1557770259440, , , , ,3145728,38857, , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,6185,4, , , , , , , , , , ,28991240,-1, , , , , , ,122, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,10, ,52, , , , , , , , , 
2019-05-13 17:59:26.589 UTC, ,125,3163693,1184,17840, , ,4, ,18, , , , , , , , , ,4,4, , , ,2,2,6, ,2, , , , , , , , , , , , , , ,36850,5, ,35514, , , , ,36895,7939190784,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,36895, ,1557770259440, , , , ,3145728,39431, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,28991240,-1, , , , , , ,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2, ,16, , , , , , , , , 
2019-05-13 18:01:07.689 UTC, ,125,3160421,1184,14488,80, ,3,1,27,3,0.11, , , , , , , ,3,3, ,2,1,2,1,5, ,32,14, , , , , , , , , , , , , ,41300,6, ,39641, , , , ,41345,7939174400,5,5, , , , , ,6,256, , , , , , , , , , , , , , , , , , , , , , , , , ,41345, ,1557770467141, , , , ,3145728,41300, , ,23,0, , , ,2, , , ,3, , , , ,23, ,2048,1, , , , ,185206,44, , , , , , , , , , ,27478400,-1, , , , , , ,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-13 18:01:38.342 UTC, ,125,3163877,1184,18024, , ,4, ,12,1,0.08, , , , , , , ,4,4, , , ,2,2,6, ,3,1, , , , , , , , , , , , , ,41300,6, ,39641, , , , ,41345,7938908160,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,41345, ,1557770467141, , , , ,3145728,41572, , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,6185,4, , , , , , , , , , ,28858008,-1, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, ,7, , , , , , , , , 
2019-05-14 02:29:27.104 UTC, ,125,3160501,1184,14512,136, ,3,2,28,3,0.11, , , , , , , ,3,3, ,2,2,2,1,5, ,36,16, , , , , , , , , , , , , ,43134,7, ,41714, , , , ,43179,7906963456,6,6, , , , , ,6,266, , , , , , , , , , , , , , , , , , , , , , , , , ,43179, ,1557800966542, , , , ,3145728,43134, , ,26,0, , , ,3, , , ,3, , , , ,26,1,2048,1, , , , ,189420,48, , , , , , , , , , ,28118032,-1, , , , , , ,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-14 02:30:25.005 UTC, ,125,3163829,1184,17976, , ,4, ,18,1,0.06, , , , , , , ,4,4, , , ,2,2,6, ,2, , , , , , , , , , , , , , ,43134,7, ,41714, , , , ,43179,7906959360,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,43179, ,1557800966542, , , , ,3145728,43550, , ,2,0, , , , , , , ,3, , , , ,2,1, , , , , , ,4096,2, , , , , , , , , , ,28799672,-1, , , , , , ,22, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2, ,14, , , , , , , , , 
2019-05-14 02:41:16.686 UTC, ,125,3160469,1184,14536,80, ,3,1,27,3,0.11, , , , , , , ,3,3, ,2,1,2,1,5, ,37,17, , , , , , , , , , , , , ,45358,8, ,43714, , , , ,45403,7707582464,6,6, , , , , ,6,280, , , , , , , , , , , , , , , , , , , , , , , , , ,45403, ,1557801675602, , , , ,3145728,45358, , ,26,0, , , ,3, , , ,3, , , , ,26,1,2048,1, , , , ,187471,48, , , , , , , , , , ,27776328,-1, , , , , , ,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-14 02:42:16.706 UTC, ,125,3163989,1184,18024,112, ,4, ,9,1,0.11, , , , , , , ,4,4, , , ,2,2,6, ,1, , , , , , , , , , , , , , ,45358,8, ,43714, , , , ,45403,7737012224,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45403, ,1557801675602, , , , ,3145728,45508, , ,2,0, , , , , , , ,3, , , , ,2,1, , , , , , ,4096,2, , , , , , , , , , ,28457968,-1, , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,7, , , , , , , , , 
2019-05-14 02:42:49.566 UTC, ,125,3163877,1184,18024, , ,4, ,6, , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,45358,8, ,43714, , , , ,45403,7628943360,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,45403, ,1557801675602, , , , ,3145728,45508, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,28457968,-1, , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, , , , , , , , , 
2019-05-14 04:34:39.301 UTC, ,125,3160413,1184,14560, , ,3,2,26,3,0.12, , , , , , , ,3,3, ,2,2,2,1,5, ,38,17, , , , , , , , , , , , , ,47088,9, ,45596, , , , ,47133,5776912384,6,6, , , , , ,6,290, , , , , , , , , , , , , , , , , , , , , , , , , ,47133, ,1557808478669, , , , ,3145728,47088, , ,27,0, , , ,2, , , ,3, , , , ,27, ,2048,1, , , , ,187505,48, , , , , , , , , , ,27905024,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-14 04:35:39.309 UTC, ,125,3164093,1184,18128,112, ,4, ,6,1,0.17, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,47088,9, ,45596, , , , ,47133,5776912384,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,47133, ,1557808478669, , , , ,3145728,47088, , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,6185,4, , , , , , , , , , ,27905024,-1, , , , , , ,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8, , , , , , , , , 
2019-05-14 04:36:18.478 UTC, ,125,3163981,1184,18128, , ,4, ,1, , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,47088,9, ,45596, , , , ,47133,5776904192,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,47133, ,1557808478669, , , , ,3145728,47088, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,27905024,-1, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , 
2019-05-14 04:38:45.974 UTC, ,125,3160413,1184,14560, , ,3,2,26,3,0.12, , , , , , , ,3,3, ,2,2,2,1,5, ,38,17, , , , , , , , , , , , , ,47088,9, ,45596, , , , ,47133,5776273408,6,6, , , , , ,6,290, , , , , , , , , , , , , , , , , , , , , , , , , ,47133, ,1557808725405, , , , ,3145728,47088, , ,27,0, , , ,2, , , ,3, , , , ,27, ,2048,1, , , , ,187505,48, , , , , , , , , , ,27556696,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-14 04:39:45.982 UTC, ,125,3164093,1184,18128,112, ,4, ,6,1,0.17, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,47088,9, ,45596, , , , ,47133,5776265216,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,47133, ,1557808725405, , , , ,3145728,47571, , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,6185,4, , , , , , , , , , ,28254664,-1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, ,8, , , , , , , , , 
2019-05-14 04:40:45.989 UTC, ,125,3164093,1184,18128,112, ,4, ,4, , , , , , , , , ,4,4, , , ,2,2,6, ,1, , , , , , , , , , , , , , ,47088,9, ,45596, , , , ,47133,5776265216,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,47133, ,1557808725405, , , , ,3145728,47571, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,28936304,-1, , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , 
2019-05-14 04:40:57.734 UTC, ,125,3163981,1184,18128, , ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,47088,9, ,45596, , , , ,47133,5776257024,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,47133, ,1557808725405, , , , ,3145728,47571, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29617896,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-14 04:41:04.705 UTC, ,125,3160517,1184,14584,80, ,3,2,28,3,0.11, , , , , , , ,3,3, ,2,2,2,1,5, ,41,18, , , , , , , , , , , , , ,49313,10, ,48007, , , , ,49358,5776105472,6,6, , , , , ,7,302, , , , , , , , , , , , , , , , , , , , , , , , , ,49358, ,1557808864070, , , , ,3145728,49313, , ,28,0, , , ,2, , , ,3, , , , ,28, ,2048,1, , , , ,203984,51, , , , , , , , , , ,27954488,-1, , , , , , ,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-14 04:41:19.192 UTC, ,125,3164021,1184,18168, , ,4, ,5,1,0.20, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,49313,10, ,48007, , , , ,49358,5776105472,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,49358, ,1557808864070, , , , ,3145728,49811, , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,6185,4, , , , , , , , , , ,27954488,-1, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, ,8, , , , , , , , , 
2019-05-14 04:41:58.973 UTC, ,125,3160461,1184,14608, , ,3,1,28,3,0.11, , , , , , , ,3,3, ,2,1,2,1,5, ,44,19, , , , , , , , , , , , , ,51576,11, ,50259, , , , ,51621,5776105472,6,6, , , , , ,7,312, , , , , , , , , , , , , , , , , , , , , , , , , ,51621, ,1557808918513, , , , ,3145728,51576, , ,28,0, , , ,2, , , ,3, , , , ,28, ,2048,1, , , , ,202021,51, , , , , , , , , , ,27767088,-1, , , , , , ,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-14 04:42:21.064 UTC, ,125,3164061,1184,18208, , ,4, ,3,1,0.33, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,51576,11, ,50259, , , , ,51621,5776101376,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,51621, ,1557808918513, , , , ,3145728,51576, , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,6185,4, , , , , , , , , , ,28448680,-1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , 
2019-05-14 05:18:39.949 UTC, ,125,3160461,1184,14608, , ,3,1,28,3,0.11, , , , , , , ,3,3, ,2,1,2,1,5, ,44,19, , , , , , , , , , , , , ,51576,11, ,50259, , , , ,51621,5765545984,6,6, , , , , ,7,312, , , , , , , , , , , , , , , , , , , , , , , , , ,51621, ,1557811119383, , , , ,3145728,51576, , ,28,0, , , ,2, , , ,3, , , , ,28, ,2048,1, , , , ,202021,51, , , , , , , , , , ,27928776,-1, , , , , , ,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-14 05:19:08.659 UTC, ,125,3164061,1184,18208, , ,4, ,7,1,0.14, , , , , , , ,4,4, , , ,2,2,6, ,2,1, , , , , , , , , , , , , ,51576,11, ,50259, , , , ,51621,5765545984,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,51621, ,1557811119383, , , , ,3145728,52086, , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,6185,4, , , , , , , , , , ,28610392,-1, , , , , , ,19, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, ,12, , , , , , , , , 
2019-05-14 08:06:43.093 UTC, ,125,3160565,1184,14632,80, ,3,2,27,3,0.11, , , , , , , ,3,3, ,2,2,2,1,5, ,45,21, , , , , , , , , , , , , ,53865,12, ,52548, , , , ,53910,5578780672,6,6, , , , , ,7,324, , , , , , , , , , , , , , , , , , , , , , , , , ,53910, ,1557821202311, , , , ,3145728,53865, , ,31,0, , , ,3, , , ,3, , , , ,31,1,2048,1, , , , ,206245,54, , , , , , , , , , ,27702560,-1, , , , , , ,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-14 08:07:17.695 UTC, ,125,3164093,1184,18240, , ,4, ,12,1,0.08, , , , , , , ,4,4, , , ,2,2,6, ,2, , , , , , , , , , , , , , ,53865,12, ,52548, , , , ,53910,5578780672,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,53910, ,1557821202311, , , , ,3145728,54611, , ,2,0, , , , , , , ,3, , , , ,2,1, , , , , , ,4096,3, , , , , , , , , , ,29066296,-1, , , , , , ,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2, ,18, , , , , , , , , 
2019-05-14 08:10:13.907 UTC, ,125,3160509,1184,14656, , ,3,2,26,3,0.12, , , , , , , ,3,3, ,2,2,2,1,5, ,46,21, , , , , , , , , , , , , ,55677,13, ,54765, , , , ,55722,5577719808,-1,-1, , , , , ,7,336, , , , , , , , , , , , , , , , , , , , , , , , , ,55722, ,1557821413457, , , , ,3145728,55677, , ,31,0, , , ,2, , , ,3, , , , ,31, ,2048,1, , , , ,204239,54, , , , , , , , , , ,27719784,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-14 08:11:13.918 UTC, ,125,3163925,1184,17960,112, ,4, ,31,1,0.03, , , , , , , ,4,4, , , ,2,2,6, ,5,1, , , , , , , , , , , , , ,55677,13, ,54765, , , , ,55722,5577711616,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55722, ,1557821413457, , , , ,3145728,56088, , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,6185,4, , , , , , , , , , ,29088368,-1, , , , , , ,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,3, ,41, , , , , , , , , 
2019-05-14 08:12:03.419 UTC, ,125,3163813,1184,17960, , ,4, ,18, , , , , , , , , ,4,4, , , ,2,2,6, ,2, , , , , , , , , , , , , , ,55677,13, ,54765, , , , ,55722,5577658368,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,55722, ,1557821413457, , , , ,3145728,56390, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29088368,-1, , , , , , ,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2, ,19, , , , , , , , , 
2019-05-14 08:13:03.963 UTC, ,125,3160533,1184,14680, , ,3,2,26,3,0.12, , , , , , , ,3,3, ,2,2,2,1,5, ,48,22, , , , , , , , , , , , , ,57667,14, ,56526, , , , ,57712,5572915200,-1,-1, , , , , ,8,357, , , , , , , , , , , , , , , , , , , , , , , , , ,57712, ,1557821583464, , , , ,3145728,57667, , ,32,0, , , ,2, , , ,3, , , , ,32, ,2048,1, , , , ,220716,57, , , , , , , , , , ,27680224,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-14 08:14:03.973 UTC, ,125,3163957,1184,17992,112, ,4, ,17,1,0.06, , , , , , , ,4,4, , , ,2,2,6, ,4,1, , , , , , , , , , , , , ,57667,14, ,56526, , , , ,57712,5572808704,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,57712, ,1557821583464, , , , ,3145728,58041, , ,3,0, , , ,1, , , ,3, , , , ,3,1, , , , , , ,6185,4, , , , , , , , , , ,29059832,-1, , , , , , ,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, ,2, ,15, , , , , , , , , 
2019-05-14 08:14:28.648 UTC, ,125,3163845,1184,17992, , ,4, , , , , , , , , , , ,4,4, , , ,2,2,6, , , , , , , , , , , , , , , , ,57667,14, ,56526, , , , ,57712,5572808704,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,57712, ,1557821583464, , , , ,3145728,58041, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29059832,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-05-14 08:24:51.502 UTC, ,125,3160557,1184,14704, , ,3,1,26,3,0.12, , , , , , , ,3,3, ,2,1,2,1,5, ,50,23, , , , , , , , , , , , , ,59378,15, ,58187, , , , , , ,-1,-1, , , , , ,8,369, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1557822290935, , , , ,3145728,59378, , ,32,0, , , ,2, , , ,3, , , , ,32, ,2048,1, , , , ,218753,57, , , , , , , , , , ,27685064,-1, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
